,Total Value
2022-08-29 00:00:00,1397116.2123680115
2022-08-30 00:00:00,1381476.2097358704
2022-08-31 00:00:00,1379504.8692703247
2022-09-01 00:00:00,1377211.5305900574
2022-09-02 00:00:00,1375220.8760261536
2022-09-06 00:00:00,1371995.8737373352
2022-09-07 00:00:00,1374379.87947464
2022-09-08 00:00:00,1384571.870136261
2022-09-09 00:00:00,1399611.8830680847
2022-09-12 00:00:00,1413410.886478424
2022-09-13 00:00:00,1365780.8798789978
2022-09-14 00:00:00,1369113.8770103455
2022-09-15 00:00:00,1365879.8800468445
2022-09-16 00:00:00,1354296.8579292297
2022-09-19 00:00:00,1359568.8788414001
2022-09-20 00:00:00,1337865.8619880676
2022-09-21 00:00:00,1313753.8443565369
2022-09-22 00:00:00,1313547.8489875793
2022-09-23 00:00:00,1295096.5504646301
2022-09-26 00:00:00,1280483.9692115784
2022-09-27 00:00:00,1272247.428226471
2022-09-28 00:00:00,1286963.1989479065
2022-09-29 00:00:00,1263326.9417762756
2022-09-30 00:00:00,1242009.3752861023
2022-10-03 00:00:00,1267289.113521576
2022-10-04 00:00:00,1310849.1337776184
2022-10-05 00:00:00,1311340.6177520752
2022-10-06 00:00:00,1304269.393157959
2022-10-07 00:00:00,1277473.383808136
2022-10-10 00:00:00,1245112.642288208
2022-10-11 00:00:00,1226961.9004249573
2022-10-12 00:00:00,1221545.8877563477
2022-10-13 00:00:00,1241883.8940620422
2022-10-14 00:00:00,1212964.3951416016
2022-10-17 00:00:00,1236487.3739242554
2022-10-18 00:00:00,1255214.8885726929
2022-10-19 00:00:00,1245687.6400470734
2022-10-20 00:00:00,1236236.1453056335
2022-10-21 00:00:00,1257622.6289749146
2022-10-24 00:00:00,1265994.8852539062
2022-10-25 00:00:00,1295728.6191940308
2022-10-26 00:00:00,1292200.138950348
2022-10-27 00:00:00,1287874.1269111633
2022-10-28 00:00:00,1316017.38986969
2022-10-31 00:00:00,1305463.882446289
2022-11-01 00:00:00,1296520.8807945251
2022-11-02 00:00:00,1276958.8735580444
2022-11-03 00:00:00,1273930.6338310242
2022-11-04 00:00:00,1276305.3861618042
2022-11-07 00:00:00,1292116.882801056
2022-11-08 00:00:00,1299129.8739433289
2022-11-09 00:00:00,1280852.8648376465
2022-11-10 00:00:00,1348415.3792381287
2022-11-11 00:00:00,1363080.3656578064
2022-11-14 00:00:00,1346546.3829040527
2022-11-15 00:00:00,1360937.3607635498
2022-11-16 00:00:00,1336902.386188507
2022-11-17 00:00:00,1329914.3662452698
2022-11-18 00:00:00,1341569.3684577942
2022-11-21 00:00:00,1343446.3865280151
2022-11-22 00:00:00,1346394.3778038025
2022-11-23 00:00:00,1354085.8717918396
2022-11-25 00:00:00,1356431.8493843079
2022-11-28 00:00:00,1342150.376033783
2022-11-29 00:00:00,1337017.3570632935
2022-11-30 00:00:00,1363396.3576316833
2022-12-01 00:00:00,1360760.8749389648
2022-12-02 00:00:00,1360545.8802223206
2022-12-05 00:00:00,1338906.3853263855
2022-12-06 00:00:00,1320284.3817710876
2022-12-07 00:00:00,1320295.3800201416
2022-12-08 00:00:00,1331227.390384674
2022-12-09 00:00:00,1313102.3809432983
2022-12-12 00:00:00,1329159.3930244446
2022-12-13 00:00:00,1340525.375175476
2022-12-14 00:00:00,1329244.3751335144
2022-12-15 00:00:00,1308813.364124298
2022-12-16 00:00:00,1290942.3817634583
2022-12-19 00:00:00,1284716.373348236
2022-12-20 00:00:00,1283918.370437622
2022-12-21 00:00:00,1288618.3925628662
2022-12-22 00:00:00,1272590.3816223145
2022-12-23 00:00:00,1296193.3860778809
2022-12-27 00:00:00,1303972.3846435547
2022-12-28 00:00:00,1276054.379081726
2022-12-29 00:00:00,1290340.3799057007
2022-12-30 00:00:00,1291508.384513855
2023-01-03 00:00:00,1265462.3891830444
2023-01-04 00:00:00,1283621.3996887207
2023-01-05 00:00:00,1286004.3928146362
2023-01-06 00:00:00,1303100.6669044495
2023-01-09 00:00:00,1297879.8132896423
2023-01-10 00:00:00,1313085.512828827
2023-01-11 00:00:00,1332186.139202118
2023-01-12 00:00:00,1343236.743068695
2023-01-13 00:00:00,1355821.749305725
2023-01-17 00:00:00,1347410.0962638855
2023-01-18 00:00:00,1327197.407245636
2023-01-19 00:00:00,1314255.8935165405
2023-01-20 00:00:00,1335770.6143379211
2023-01-23 00:00:00,1349224.3458747864
2023-01-24 00:00:00,1341127.8329849243
2023-01-25 00:00:00,1343009.1566085815
2023-01-26 00:00:00,1360990.2438163757
2023-01-27 00:00:00,1364829.1291236877
2023-01-30 00:00:00,1345031.723690033
2023-01-31 00:00:00,1370949.6919631958
2023-02-01 00:00:00,1390966.4600372314
2023-02-02 00:00:00,1418853.1087875366
2023-02-03 00:00:00,1393090.0393486023
2023-02-06 00:00:00,1374959.9133491516
2023-02-07 00:00:00,1398132.0148468018
2023-02-08 00:00:00,1386952.8114318848
2023-02-09 00:00:00,1365307.136631012
2023-02-10 00:00:00,1366277.5406837463
2023-02-13 00:00:00,1378909.7616195679
2023-02-14 00:00:00,1378418.6959266663
2023-02-15 00:00:00,1390216.913509369
2023-02-16 00:00:00,1381548.0669021606
2023-02-17 00:00:00,1386247.5017547607
2023-02-21 00:00:00,1363973.0808258057
2023-02-22 00:00:00,1359913.5387420654
2023-02-23 00:00:00,1358436.8520736694
2023-02-24 00:00:00,1352289.8651123047
2023-02-27 00:00:00,1355738.8525009155
2023-02-28 00:00:00,1349997.85490036
2023-03-01 00:00:00,1351980.8562278748
2023-03-02 00:00:00,1360271.8702316284
2023-03-03 00:00:00,1379445.8614349365
2023-03-06 00:00:00,1371054.882144928
2023-03-07 00:00:00,1352706.8816184998
2023-03-08 00:00:00,1352720.8785057068
2023-03-09 00:00:00,1328998.8766670227
2023-03-10 00:00:00,1305222.8688240051
2023-03-13 00:00:00,1309237.8640174866
2023-03-14 00:00:00,1322426.8862724304
2023-03-15 00:00:00,1327293.8850402832
2023-03-16 00:00:00,1337594.8961257935
2023-03-17 00:00:00,1320632.872390747
2023-03-20 00:00:00,1329477.889251709
2023-03-21 00:00:00,1318606.8698883057
2023-03-22 00:00:00,1295745.8585739136
2023-03-23 00:00:00,1297491.8817520142
2023-03-24 00:00:00,1308097.8830337524
2023-03-27 00:00:00,1306553.8808822632
2023-03-28 00:00:00,1309824.8735427856
2023-03-29 00:00:00,1322080.869102478
2023-03-30 00:00:00,1328146.8906402588
2023-03-31 00:00:00,1346107.8754425049
2023-04-03 00:00:00,1354943.877029419
2023-04-04 00:00:00,1351974.86743927
2023-04-05 00:00:00,1358193.8753128052
2023-04-06 00:00:00,1359457.8834533691
2023-04-10 00:00:00,1360875.8710861206
2023-04-11 00:00:00,1365449.8586654663
2023-04-12 00:00:00,1360408.8716506958
2023-04-13 00:00:00,1373753.261756897
2023-04-14 00:00:00,1363509.981918335
2023-04-17 00:00:00,1361668.1596755981
2023-04-18 00:00:00,1361984.9767684937
2023-04-19 00:00:00,1359451.0236740112
2023-04-20 00:00:00,1352401.2998580933
2023-04-21 00:00:00,1345980.968093872
2023-04-24 00:00:00,1345678.8204193115
2023-04-25 00:00:00,1323245.5169677734
2023-04-26 00:00:00,1311078.6771774292
2023-04-27 00:00:00,1327733.2796096802
2023-04-28 00:00:00,1343791.3073539734
2023-05-01 00:00:00,1340954.953956604
2023-05-02 00:00:00,1335097.2381591797
2023-05-03 00:00:00,1350148.1874465942
2023-05-04 00:00:00,1357580.4794311523
2023-05-05 00:00:00,1350968.2134628296
2023-05-08 00:00:00,1348201.816558838
2023-05-09 00:00:00,1339785.1459503174
2023-05-10 00:00:00,1344855.432319641
2023-05-11 00:00:00,1346778.1796455383
2023-05-12 00:00:00,1346494.1000938416
2023-05-15 00:00:00,1353103.2809257507
2023-05-16 00:00:00,1345804.2663574219
2023-05-17 00:00:00,1372106.2806129456
2023-05-18 00:00:00,1387413.2740974426
2023-05-19 00:00:00,1377069.2804336548
2023-05-22 00:00:00,1381440.277004242
2023-05-23 00:00:00,1376981.2818527222
2023-05-24 00:00:00,1349585.2831840515
2023-05-25 00:00:00,1366606.9012641907
2023-05-26 00:00:00,1390624.0138053894
2023-05-30 00:00:00,1394828.3190727234
2023-05-31 00:00:00,1384915.5831336975
2023-06-01 00:00:00,1398153.2270431519
2023-06-02 00:00:00,1418699.6224403381
2023-06-05 00:00:00,1409803.70054245
2023-06-06 00:00:00,1422935.2793693542
2023-06-07 00:00:00,1429442.9949760437
2023-06-08 00:00:00,1433524.7659683228
2023-06-09 00:00:00,1441617.585659027
2023-06-12 00:00:00,1467846.941280365
2023-06-13 00:00:00,1485634.7763061523
2023-06-14 00:00:00,1485973.7664222717
2023-06-15 00:00:00,1501110.1043701172
2023-06-16 00:00:00,1492866.7149543762
2023-06-20 00:00:00,1476419.7608947754
2023-06-21 00:00:00,1468903.3720970154
2023-06-22 00:00:00,1471218.7333106995
2023-06-23 00:00:00,1466850.0315666199
2023-06-26 00:00:00,1465194.665813446
2023-06-27 00:00:00,1489289.8493766785
2023-06-28 00:00:00,1489071.8461990356
2023-06-29 00:00:00,1501344.8448181152
2023-06-30 00:00:00,1521979.8406600952
2023-07-03 00:00:00,1523922.8457450867
2023-07-05 00:00:00,1521574.8520851135
2023-07-06 00:00:00,1511721.8487739563
2023-07-07 00:00:00,1521868.8647270203
2023-07-10 00:00:00,1530682.8351020815
2023-07-11 00:00:00,1544947.8354454043
2023-07-12 00:00:00,1547635.8330726626
2023-07-13 00:00:00,1550989.8517608643
2023-07-14 00:00:00,1535514.8363113406
2023-07-17 00:00:00,1537935.8481407166
2023-07-18 00:00:00,1550501.8501281738
2023-07-19 00:00:00,1560639.8453712463
2023-07-20 00:00:00,1553176.8461227417
2023-07-21 00:00:00,1559651.8443107605
2023-07-24 00:00:00,1565333.853340149
2023-07-25 00:00:00,1557337.8562927246
2023-07-26 00:00:00,1569875.8633613586
2023-07-27 00:00:00,1558415.8637046816
2023-07-28 00:00:00,1558298.858165741
2023-07-31 00:00:00,1555511.8509292603
2023-08-01 00:00:00,1548591.857624054
2023-08-02 00:00:00,1534791.8785095217
2023-08-03 00:00:00,1536690.8823013308
2023-08-04 00:00:00,1534322.877216339
2023-08-07 00:00:00,1553285.8772277832
2023-08-08 00:00:00,1549489.8708343506
2023-08-09 00:00:00,1537616.8838500977
2023-08-10 00:00:00,1540922.870063782
2023-08-11 00:00:00,1546245.8715438845
2023-08-14 00:00:00,1546914.8803710938
2023-08-15 00:00:00,1531763.892173767
2023-08-16 00:00:00,1518234.8728179932
2023-08-17 00:00:00,1505143.886756897
2023-08-18 00:00:00,1511662.887763977
2023-08-21 00:00:00,1507117.8800582886
2023-08-22 00:00:00,1508596.8618392947
2023-08-23 00:00:00,1514970.8776474
2023-08-24 00:00:00,1495188.8826370242
2023-08-25 00:00:00,1505394.8822021487
2023-08-28 00:00:00,1517749.8918533328
2023-08-29 00:00:00,1534995.8831787112
2023-08-30 00:00:00,1545085.8656883242
2023-08-31 00:00:00,1542710.8906745913
2023-09-01 00:00:00,1548637.8583908083
2023-09-05 00:00:00,1532373.8743782046
2023-09-06 00:00:00,1523183.8850021365
2023-09-07 00:00:00,1511152.8788566592
2023-09-08 00:00:00,1507343.8506126406
2023-09-11 00:00:00,1509773.8629341128
2023-09-12 00:00:00,1496089.8495674136
2023-09-13 00:00:00,1493279.8626899722
2023-09-14 00:00:00,1509168.8582420351
2023-09-15 00:00:00,1492304.8603057864
2023-09-18 00:00:00,1490262.8771781924
2023-09-19 00:00:00,1489122.8667259219
2023-09-20 00:00:00,1493055.8732032778
2023-09-21 00:00:00,1479171.8672752383
2023-09-22 00:00:00,1468289.8672103884
2023-09-25 00:00:00,1472835.8657836916
2023-09-26 00:00:00,1455371.8681335452
2023-09-27 00:00:00,1456660.8863830569
2023-09-28 00:00:00,1468801.8562316897
2023-09-29 00:00:00,1465371.8917846682
2023-10-02 00:00:00,1457471.8910217287
2023-10-03 00:00:00,1438848.8845825198
2023-10-04 00:00:00,1459433.861923218
2023-10-05 00:00:00,1458428.8963317873
2023-10-06 00:00:00,1467587.8807067873
2023-10-09 00:00:00,1468659.8892211916
2023-10-10 00:00:00,1475850.8850097659
2023-10-11 00:00:00,1475282.8678131106
2023-10-12 00:00:00,1459149.881744385
2023-10-13 00:00:00,1453634.8976135256
2023-10-16 00:00:00,1462144.877433777
2023-10-17 00:00:00,1474976.8787384036
2023-10-18 00:00:00,1451341.8758392336
2023-10-19 00:00:00,1439772.8912353518
2023-10-20 00:00:00,1424425.8941650393
2023-10-23 00:00:00,1413608.8960647585
2023-10-24 00:00:00,1424534.8728179934
2023-10-25 00:00:00,1410905.8856964114
2023-10-26 00:00:00,1390939.8816108706
2023-10-27 00:00:00,1375993.888282776
2023-10-30 00:00:00,1388156.8854331973
2023-10-31 00:00:00,1397136.8868827822
2023-11-01 00:00:00,1402644.8929786684
2023-11-02 00:00:00,1436938.8867378237
2023-11-03 00:00:00,1480704.8768997195
2023-11-06 00:00:00,1468770.8845138552
2023-11-07 00:00:00,1470535.8731269839
2023-11-08 00:00:00,1472281.8693161013
2023-11-09 00:00:00,1450181.8924903872
2023-11-10 00:00:00,1456725.8822441103
2023-11-13 00:00:00,1447019.872093201
2023-11-14 00:00:00,1504161.887073517
2023-11-15 00:00:00,1514704.8876762392
2023-11-16 00:00:00,1507931.8694114687
2023-11-17 00:00:00,1513581.8804740908
2023-11-20 00:00:00,1518962.8615379336
2023-11-21 00:00:00,1510621.8729019167
2023-11-22 00:00:00,1519097.8758811953
2023-11-24 00:00:00,1525258.8838577273
2023-11-27 00:00:00,1517704.8808097842
2023-11-28 00:00:00,1518726.882362366
2023-11-29 00:00:00,1530676.858711243
2023-11-30 00:00:00,1539983.861255646
2023-12-01 00:00:00,1571549.8757362368
2023-12-04 00:00:00,1575009.871864319
2023-12-05 00:00:00,1564461.870288849
2023-12-06 00:00:00,1571155.8751106265
2023-12-07 00:00:00,1583301.880168915
2023-12-08 00:00:00,1576171.8523025515
2023-12-11 00:00:00,1577995.8698272707
2023-12-12 00:00:00,1585056.8636894228
2023-12-13 00:00:00,1624227.8638839724
2023-12-14 00:00:00,1638253.8431167605
2023-12-15 00:00:00,1630760.844230652
2023-12-18 00:00:00,1623917.8428649905
2023-12-19 00:00:00,1638974.8690605166
2023-12-20 00:00:00,1610936.8667602541
2023-12-21 00:00:00,1630286.8667602541
2023-12-22 00:00:00,1635983.8913917544
2023-12-26 00:00:00,1645891.859149933
2023-12-27 00:00:00,1650683.8616371157
2023-12-28 00:00:00,1650385.8735084536
2023-12-29 00:00:00,1645400.8606910708
2024-01-02 00:00:00,1639724.857234955
2024-01-03 00:00:00,1628366.8602943423
2024-01-04 00:00:00,1629375.865840912
2024-01-05 00:00:00,1630642.8709983828
2024-01-08 00:00:00,1632806.8587303164
2024-01-09 00:00:00,1623631.8581581118
2024-01-10 00:00:00,1627011.850833893
2024-01-11 00:00:00,1622908.8564872744
2024-01-12 00:00:00,1607837.47587204
2024-01-16 00:00:00,1605830.985927582
2024-01-17 00:00:00,1604485.981655121
2024-01-18 00:00:00,1619816.96805954
2024-01-19 00:00:00,1644634.9867820742
2024-01-22 00:00:00,1644037.9950523379
2024-01-23 00:00:00,1645505.9638023379
2024-01-24 00:00:00,1648713.9758110049
2024-01-25 00:00:00,1655815.984630585
2024-01-26 00:00:00,1653314.9783134463
2024-01-29 00:00:00,1658177.9688835146
2024-01-30 00:00:00,1658116.9873237612
2024-01-31 00:00:00,1629925.9849548342
2024-02-01 00:00:00,1637042.9686546328
2024-02-02 00:00:00,1643823.9950180056
2024-02-05 00:00:00,1633695.9950447085
2024-02-06 00:00:00,1634916.9869422915
2024-02-07 00:00:00,1647566.9971466067
2024-02-08 00:00:00,1645013.9913558962
2024-02-09 00:00:00,1648117.9889678957
2024-02-12 00:00:00,1654366.9920921328
2024-02-13 00:00:00,1632715.9875869753
2024-02-14 00:00:00,1649888.9859199526
2024-02-15 00:00:00,1660691.9927597048
2024-02-16 00:00:00,1653485.9740257266
2024-02-20 00:00:00,1651931.995201111
2024-02-21 00:00:00,1665809.99622345
2024-02-22 00:00:00,1675803.9937973025
2024-02-23 00:00:00,1685752.982902527
2024-02-26 00:00:00,1678583.9714050295
2024-02-27 00:00:00,1686062.9896163943
2024-02-28 00:00:00,1692070.9841728213
2024-02-29 00:00:00,1696096.9882011416
2024-03-01 00:00:00,1702035.9792709353
2024-03-04 00:00:00,1703216.9832229617
2024-03-05 00:00:00,1701716.9999122622
2024-03-06 00:00:00,1710325.9854316714
2024-03-07 00:00:00,1725013.9799118044
2024-03-08 00:00:00,1724530.9868812563
2024-03-11 00:00:00,1732625.0029563906
2024-03-12 00:00:00,1736506.9871902468
2024-03-13 00:00:00,1734583.006668091
2024-03-14 00:00:00,1714608.9853286745
2024-03-15 00:00:00,1718045.997810364
2024-03-18 00:00:00,1721286.985397339
2024-03-19 00:00:00,1727722.97410965
2024-03-20 00:00:00,1735381.991004944
2024-03-21 00:00:00,1737743.9887046816
2024-03-22 00:00:00,1734564.996147156
2024-03-25 00:00:00,1737908.0070495608
2024-03-26 00:00:00,1734591.0011291506
2024-03-27 00:00:00,1757464.0055656435
2024-03-28 00:00:00,1766375.0162124636
2024-04-01 00:00:00,1759893.9969062808
2024-04-02 00:00:00,1740030.9891700747
2024-04-03 00:00:00,1740365.0150299075
2024-04-04 00:00:00,1723351.0115623476
2024-04-05 00:00:00,1730138.0108833315
2024-04-08 00:00:00,1723090.9871101382
2024-04-09 00:00:00,1716255.000972748
2024-04-10 00:00:00,1688087.9834175112
2024-04-11 00:00:00,1691656.9720268252
2024-04-12 00:00:00,1657807.0279121401
2024-04-15 00:00:00,1648864.0057563784
2024-04-16 00:00:00,1648042.0102119448
2024-04-17 00:00:00,1650519.0127372744
2024-04-18 00:00:00,1658348.9947319033
2024-04-19 00:00:00,1666310.9843254092
2024-04-22 00:00:00,1682836.0095024111
2024-04-23 00:00:00,1695714.984893799
2024-04-24 00:00:00,1689655.9911727908
2024-04-25 00:00:00,1688258.0003738406
